_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid,Latitude,Longitude
215,Reservoir,Great Beginnings Reservoir,763 Gilbert Road,VIC,3073,10/09/2021,10/09/2021,9:00am - 12:00pm,Case attended venue,18/09/2021,18/09/2021,21:58:09,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,9:00:00,12:00:00,E6K7,-37.7228023,144.9926705
216,Cheltenham,Kids House Early Learning Cheltenham ,337 Bay Road,VIC,3192,16/09/2021,16/09/2021,6:00am - 11:00am,Case attended venue,18/09/2021,18/09/2021,21:58:09,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,6:00:00,11:00:00,B9H2,-37.9557836,145.0396697
217,Yarraville,Grill'd Yarraville,18 Anderson Street,VIC,3013,9/09/2021,9/09/2021,5:00pm - 11:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will contact them directly with this advice.,18/09/2021,18/09/2021,21:23:52,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,23:00:00,A6P6,-37.8165396,144.8908196
218,North Melbourne,Good Start Early Learning North Melbourne,2/243 - 251 Flemington Road,VIC,3051,15/09/2021,15/09/2021,8:30am - 3:00pm,Case attended venue,18/09/2021,18/09/2021,21:23:52,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:30:00,15:00:00,A3H2,-37.793548,144.9467346
219,Essendon,Benny & Me,25 Rose Street,VIC,3040,14/09/2021,14/09/2021,5:40am - 3:30pm,Case attended venue,18/09/2021,18/09/2021,21:23:52,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:40:00,15:30:00,D4A2,-37.7560653,144.9155359
220,Essendon,Benny & Me,25 Rose Street,VIC,3040,15/06/2021,15/06/2021,5:40am - 12:00pm,Case attended venue,18/09/2021,18/09/2021,21:23:52,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:40:00,12:00:00,B7D9,-37.7560653,144.9155359
221,Essendon,Benny & Me,25 Rose Street,VIC,3040,16/09/2021,16/09/2021,5:40am - 2:30pm,Case attended venue,18/09/2021,18/09/2021,21:23:52,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",5:40:00,14:30:00,D2J3,-37.7560653,144.9155359
222,Burnside,KFC Deer Park,978 Western Highway,VIC,3023,13/09/2021,13/09/2021,12:40pm - 1:30pm,Case attended venue,18/09/2021,18/09/2021,20:52:07,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:40:00,13:30:00,D8Y5,-37.762185,144.755549
223,Mill Park,7-Eleven Mill Park,252 Childs Road & Morang Drive,VIC,3082,8/09/2021,8/09/2021,7:00am - 4:24pm,Case attended venue,18/09/2021,18/09/2021,20:52:07,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,16:24:00,A5W7,-37.66671985,145.0591337
224,Mill Park,7-Eleven Mill Park,252 Childs Road & Morang Drive,VIC,3082,9/09/2021,9/09/2021,7:00am - 4:24pm,Case attended venue,18/09/2021,18/09/2021,20:52:07,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",7:00:00,16:24:00,D6C7,-37.66671985,145.0591337
225,Cheltenham,Bira Bira Early Learning Centre,335 Warrigal Road,VIC,3192,13/09/2021,13/09/2021,7:00am - 6:00pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,18:00:00,D8P5,-37.9579532,145.0753978
226,Cheltenham,Bira Bira Early Learning Centre,335 Warrigal Road,VIC,3192,14/09/2021,14/09/2021,7:00am - 6:00pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,18:00:00,A3C4,-37.9579532,145.0753978
227,Cheltenham,Bira Bira Early Learning Centre,335 Warrigal Road,VIC,3192,15/09/2021,15/09/2021,7:00am - 6:00pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,7:00:00,18:00:00,A7S4,-37.9579532,145.0753978
228,Docklands,Little Stars Childcare at Southern Cross ,Level 3/700 Bourke Street,VIC,3008,13/09/2021,13/09/2021,11:30am - 6:30pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,18:30:00,A8M3,-37.817205,144.9496198
229,Docklands,Little Stars Childcare at Southern Cross ,Level 3/700 Bourke Street,VIC,3008,14/09/2021,14/09/2021,10:30am - 6:15pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:30:00,18:15:00,C8Q9,-37.817205,144.9496198
230,Ascot Vale,Happy Apple ,185 Union Road,VIC,3032,13/09/2021,13/09/2021,6:45am - 2:00pm,Case attended venue,18/09/2021,18/09/2021,20:26:41,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",6:45:00,14:00:00,A7Z5,-37.77681732,144.9147644
231,Wangaratta,"EG Fuel Wangaratta, (Formerly Woolworths Caltex)",73 Tone Road,VIC,3677,13/09/2021,13/09/2021,8:00am - 9:30am,Case attended venue,18/09/2021,18/09/2021,19:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:00:00,9:30:00,A9N7,-36.3640911,146.3027204
232,Wangaratta,Boschs Edward Street Butchers ,2A Edwards Street,VIC,3677,13/09/2021,13/09/2021,8:15am - 9:00am,Case attended venue,18/09/2021,18/09/2021,19:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",8:15:00,9:00:00,E5M7,-36.3451769,146.3115284
233,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,8/09/2021,8/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D5V9,-37.8226922,144.9525182
234,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,9/09/2021,9/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D5Z3,-37.8226922,144.9525182
235,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,10/09/2021,10/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A4E3,-37.8226922,144.9525182
236,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,11/09/2021,11/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D8B3,-37.8226922,144.9525182
237,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,12/09/2021,12/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A6X3,-37.8226922,144.9525182
238,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,13/09/2021,13/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E8X6,-37.8226922,144.9525182
239,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,14/09/2021,14/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,A7J6,-37.8226922,144.9525182
240,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,15/09/2021,15/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,E4Q4,-37.8226922,144.9525182
241,Docklands,Apartment Complex ,60 Siddeley Street,VIC,3008,16/09/2021,16/09/2021,12:00am - 11:59pm,Case attended venue,18/09/2021,18/09/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",0:00:00,23:59:00,D4G9,-37.8226922,144.9525182
